1,1,17,33,49,65,81,97,113
33,1,17,33,49,65,81,97,113
65,1,17,33,49,65,81,97,113
97,1,17,33,49,65,81,97,113
129,1,17,33,49,65,81,97,113
161,1,17,33,49,65,81,97,113
193,1,17,33,49,65,81,97,113
225,1,17,33,49,65,81,97,113
257,2,18,34,50,66,82,98,114
289,2,18,34,50,66,82,98,114
321,2,18,34,50,66,82,98,114
353,2,18,34,50,66,82,98,114
385,2,18,34,50,66,82,98,114
417,2,18,34,50,66,82,98,114
449,2,18,34,50,66,82,98,114
481,2,18,34,50,66,82,98,114
513,3,19,35,51,67,83,99,115
545,3,19,35,51,67,83,99,115
577,3,19,35,51,67,83,99,115
609,3,19,35,51,67,83,99,115
641,3,19,35,51,67,83,99,115
673,3,19,35,51,67,83,99,115
705,3,19,35,51,67,83,99,115
737,3,19,35,51,67,83,99,115
769,4,20,36,52,68,84,100,116
801,4,20,36,52,68,84,100,116
833,4,20,36,52,68,84,100,116
865,4,20,36,52,68,84,100,116
897,4,20,36,52,68,84,100,116
929,4,20,36,52,68,84,100,116
961,4,20,36,52,68,84,100,116
993,4,20,36,52,68,84,100,116
1025,5,21,37,53,69,85,101,117
1057,5,21,37,53,69,85,101,117
1089,5,21,37,53,69,85,101,117
1121,5,21,37,53,69,85,101,117
1153,5,21,37,53,69,85,101,117
1185,5,21,37,53,69,85,101,117
1217,5,21,37,53,69,85,101,117
1249,5,21,37,53,69,85,101,117
1281,6,22,38,54,70,86,102,118
1313,6,22,38,54,70,86,102,118
1345,6,22,38,54,70,86,102,118
1377,6,22,38,54,70,86,102,118
1409,6,22,38,54,70,86,102,118
1441,6,22,38,54,70,86,102,118
1473,6,22,38,54,70,86,102,118
1505,6,22,38,54,70,86,102,118
1537,7,23,39,55,71,87,103,119
1569,7,23,39,55,71,87,103,119
1601,7,23,39,55,71,87,103,119
1633,7,23,39,55,71,87,103,119
1665,7,23,39,55,71,87,103,119
1697,7,23,39,55,71,87,103,119
1729,7,23,39,55,71,87,103,119
1761,7,23,39,55,71,87,103,119
1793,8,24,40,56,72,88,104,120
1825,8,24,40,56,72,88,104,120
1857,8,24,40,56,72,88,104,120
1889,8,24,40,56,72,88,104,120
1921,8,24,40,56,72,88,104,120
1953,8,24,40,56,72,88,104,120
1985,8,24,40,56,72,88,104,120
2017,8,24,40,56,72,88,104,120
2049,9,25,41,57,73,89,105,121
2081,9,25,41,57,73,89,105,121
2113,9,25,41,57,73,89,105,121
2145,9,25,41,57,73,89,105,121
2177,9,25,41,57,73,89,105,121
2209,9,25,41,57,73,89,105,121
2241,9,25,41,57,73,89,105,121
2273,9,25,41,57,73,89,105,121
2305,10,26,42,58,74,90,106,122
2337,10,26,42,58,74,90,106,122
2369,10,26,42,58,74,90,106,122
2401,10,26,42,58,74,90,106,122
2433,10,26,42,58,74,90,106,122
2465,10,26,42,58,74,90,106,122
2497,10,26,42,58,74,90,106,122
2529,10,26,42,58,74,90,106,122
2561,11,27,43,59,75,91,107,123
2593,11,27,43,59,75,91,107,123
2625,11,27,43,59,75,91,107,123
2657,11,27,43,59,75,91,107,123
2689,11,27,43,59,75,91,107,123
2721,11,27,43,59,75,91,107,123
2753,11,27,43,59,75,91,107,123
2785,11,27,43,59,75,91,107,123
2817,12,28,44,60,76,92,108,124
2849,12,28,44,60,76,92,108,124
2881,12,28,44,60,76,92,108,124
2913,12,28,44,60,76,92,108,124
2945,12,28,44,60,76,92,108,124
2977,12,28,44,60,76,92,108,124
3009,12,28,44,60,76,92,108,124
3041,12,28,44,60,76,92,108,124
3073,13,29,45,61,77,93,109,125
3105,13,29,45,61,77,93,109,125
3137,13,29,45,61,77,93,109,125
3169,13,29,45,61,77,93,109,125
3201,13,29,45,61,77,93,109,125
3233,13,29,45,61,77,93,109,125
3265,13,29,45,61,77,93,109,125
3297,13,29,45,61,77,93,109,125
3329,14,30,46,62,78,94,110,126
3361,14,30,46,62,78,94,110,126
3393,14,30,46,62,78,94,110,126
3425,14,30,46,62,78,94,110,126
3457,14,30,46,62,78,94,110,126
3489,14,30,46,62,78,94,110,126
3521,14,30,46,62,78,94,110,126
3553,14,30,46,62,78,94,110,126
3585,15,31,47,63,79,95,111,127
3617,15,31,47,63,79,95,111,127
3649,15,31,47,63,79,95,111,127
3681,15,31,47,63,79,95,111,127
3713,15,31,47,63,79,95,111,127
3745,15,31,47,63,79,95,111,127
3777,15,31,47,63,79,95,111,127
3809,15,31,47,63,79,95,111,127
3841,16,32,48,64,80,96,112,128
3873,16,32,48,64,80,96,112,128
3905,16,32,48,64,80,96,112,128
3937,16,32,48,64,80,96,112,128
3969,16,32,48,64,80,96,112,128
4001,16,32,48,64,80,96,112,128
4033,16,32,48,64,80,96,112,128
4065,16,32,48,64,80,96,112,128
