#flows,epsilon,is_correlated,key,count_chern,byte_chern,class
800,0.01,0,2_0_0_0-2_1_0_0,0.693267177883,0.488399443018,-1
800,0.01,0,2_0_0_2-2_1_0_2,0.260662201682,0.213749892173,-1
800,0.01,0,2_0_0_1-2_1_0_1,0.0334407274904,0.0185789562761,-1
800,0.01,0,2_0_1_1-2_1_1_1,0.740446415281,0.563960192075,-1
800,0.01,0,2_0_1_2-2_1_1_2,0.116259840048,0.110095896463,-1
800,0.01,0,2_0_0_3-2_1_0_3,0.0396334548034,0.0238314148285,-1
1100,0.01,1,2_0_1_0-2_1_1_0,0.00565771260048,0.0706975401891,1
1100,0.01,1,2_0_1_3-2_1_1_3,0.000154984838617,5.91794767155e-05,1
1100,0.01,1,2_0_0_0-2_1_0_0,1.71061954031e-09,2.04400949333e-09,1
1100,0.01,1,2_0_0_2-2_1_0_2,0.0160357820132,0.116818895019,-1
1100,0.01,1,2_0_0_1-2_1_0_1,0.000345776575901,0.000268159487355,1
1100,0.01,1,2_0_1_1-2_1_1_1,0.00353078920886,0.021625886462,1
1100,0.01,1,2_0_1_2-2_1_1_2,3.77182144977e-05,8.10641540432e-05,1
1100,0.01,1,2_0_0_3-2_1_0_3,0.109557583884,0.6106212733,-1
1100,0.01,0,2_0_1_0-2_1_1_0,0.424855839787,0.0763058942051,-1
1100,0.01,0,2_0_1_3-2_1_1_3,0.00403110411498,0.00127728510559,1
1100,0.01,0,2_0_0_0-2_1_0_0,0.440107371281,0.273692913348,-1
1100,0.01,0,2_0_0_2-2_1_0_2,0.150743712764,0.13928039646,-1
1100,0.01,0,2_0_0_1-2_1_0_1,0.0351839081021,0.0136111049256,-1
1100,0.01,0,2_0_1_1-2_1_1_1,0.128077744012,0.0485921840017,-1
1100,0.01,0,2_0_1_2-2_1_1_2,0.0361444099762,0.0212210239022,-1
1100,0.01,0,2_0_0_3-2_1_0_3,0.516951425202,0.239775435018,-1
1400,0.01,1,2_0_1_0-2_1_1_0,0.00821167788959,0.0460320725284,1
1400,0.01,1,2_0_1_3-2_1_1_3,7.85716808432e-06,5.64932101743e-06,1
1400,0.01,1,2_0_0_0-2_1_0_0,8.98548725612e-11,9.47754294833e-11,1
1400,0.01,1,2_0_0_2-2_1_0_2,0.000428851132231,0.038679358715,1
1400,0.01,1,2_0_0_1-2_1_0_1,2.29033981489e-12,4.02006245909e-12,1
1400,0.01,1,2_0_1_1-2_1_1_1,0.000135076742087,0.00938120599284,1
1400,0.01,1,2_0_1_2-2_1_1_2,2.33231669381e-06,2.97575263712e-06,1
1400,0.01,1,2_0_0_3-2_1_0_3,4.71513858316e-05,0.0034658214464,1
1400,0.01,0,2_0_1_0-2_1_1_0,0.520969890873,0.294703057207,-1
1400,0.01,0,2_0_1_3-2_1_1_3,0.0750395675486,0.0434981910904,-1
1400,0.01,0,2_0_0_0-2_1_0_0,0.254525353763,0.0783189964985,-1
1400,0.01,0,2_0_0_2-2_1_0_2,0.295688120446,0.177518897045,-1
1400,0.01,0,2_0_0_1-2_1_0_1,0.446270226605,0.188756512786,-1
1400,0.01,0,2_0_1_1-2_1_1_1,0.00327955723493,0.000576772173609,1
1400,0.01,0,2_0_1_2-2_1_1_2,0.542062054554,0.373663182915,-1
1400,0.01,0,2_0_0_3-2_1_0_3,0.2166924241,0.123333954734,-1
1700,0.01,1,2_0_1_0-2_1_1_0,2.1635144893e-05,0.00857442336048,1
1700,0.01,1,2_0_1_3-2_1_1_3,1.52295318996e-07,1.10785559602e-06,1
1700,0.01,1,2_0_0_0-2_1_0_0,1.45923830914e-13,6.58737915238e-12,1
1700,0.01,1,2_0_0_2-2_1_0_2,5.07485586718e-07,0.000340423759983,1
1700,0.01,1,2_0_0_1-2_1_0_1,1.21604956497e-10,4.03021371077e-11,1
1700,0.01,1,2_0_1_1-2_1_1_1,1.45614817457e-05,0.00678520289535,1
1700,0.01,1,2_0_1_2-2_1_1_2,4.87148332602e-07,4.48549511053e-07,1
1700,0.01,1,2_0_0_3-2_1_0_3,0.000480354366628,0.0253583632187,1
1700,0.01,0,2_0_1_0-2_1_1_0,0.73388424143,0.578293700648,-1
1700,0.01,0,2_0_1_3-2_1_1_3,0.0369949571469,0.0662238258024,-1
1700,0.01,0,2_0_0_0-2_1_0_0,0.34306002348,0.0702254870592,-1
1700,0.01,0,2_0_0_2-2_1_0_2,0.663453688947,0.201240833944,-1
1700,0.01,0,2_0_0_1-2_1_0_1,0.583895109086,0.298123834556,-1
1700,0.01,0,2_0_1_1-2_1_1_1,0.518844004063,0.28387806136,-1
1700,0.01,0,2_0_1_2-2_1_1_2,0.0769718039795,0.0175268860055,-1
1700,0.01,0,2_0_0_3-2_1_0_3,0.715323740439,0.407479892995,-1
2000,0.01,1,2_0_1_0-2_1_1_0,1.90933522719e-12,1.17471855991e-10,1
2000,0.01,1,2_0_1_3-2_1_1_3,1.90933522719e-12,1.58137556909e-10,1
2000,0.01,1,2_0_0_0-2_1_0_0,1.22240188074e-12,1.88301774183e-12,1
2000,0.01,1,2_0_0_2-2_1_0_2,2.83683600402e-06,0.00392140636583,1
2000,0.01,1,2_0_0_1-2_1_0_1,1.16435632414e-12,2.10693323023e-13,1
2000,0.01,1,2_0_1_1-2_1_1_1,1.56282279301e-10,2.32035126601e-06,1
2000,0.01,1,2_0_1_2-2_1_1_2,5.65734037411e-07,2.63430818399e-07,1
2000,0.01,1,2_0_0_3-2_1_0_3,1.29950113464e-06,0.000203835863206,1
2000,0.01,0,2_0_1_0-2_1_1_0,0.189218447423,0.372850694312,-1
2000,0.01,0,2_0_1_3-2_1_1_3,0.24553194587,0.0644459024168,-1
2000,0.01,0,2_0_0_0-2_1_0_0,0.87599411229,0.580013757548,-1
2000,0.01,0,2_0_0_2-2_1_0_2,0.357884157357,0.39488504993,-1
2000,0.01,0,2_0_0_1-2_1_0_1,0.145073504414,0.110629054672,-1
2000,0.01,0,2_0_1_1-2_1_1_1,0.444183771196,0.309127934817,-1
2000,0.01,0,2_0_1_2-2_1_1_2,0.336403452487,0.533353439737,-1
2000,0.01,0,2_0_0_3-2_1_0_3,0.417250313412,0.153570552411,-1
200,0.01,1,2_0_1_0-2_1_1_0,0.0527633917379,0.0449154920053,-1
200,0.01,1,2_0_1_3-2_1_1_3,0.00296148833647,0.00356605931839,1
200,0.01,1,2_0_0_0-2_1_0_0,0.0323962027482,0.0237684621975,-1
200,0.01,1,2_0_0_2-2_1_0_2,0.0527633917379,0.0666916105574,-1
200,0.01,1,2_0_0_1-2_1_0_1,0.00120261454299,0.00196463644543,1
200,0.01,1,2_0_1_1-2_1_1_1,0.226514893743,0.288343925776,-1
200,0.01,1,2_0_1_2-2_1_1_2,0.264930887835,0.253966764281,-1
200,0.01,1,2_0_0_3-2_1_0_3,0.136363736349,0.0778477067758,-1
200,0.01,0,2_0_1_0-2_1_1_0,0.158581151933,0.144550539629,-1
200,0.01,0,2_0_1_3-2_1_1_3,0.0730770643368,0.0698576771779,-1
200,0.01,0,2_0_0_0-2_1_0_0,0.560195935615,0.504439873012,-1
200,0.01,0,2_0_0_2-2_1_0_2,0.548266618634,0.579580000982,-1
200,0.01,0,2_0_0_1-2_1_0_1,0.0336619793581,0.0323805301858,-1
200,0.01,0,2_0_1_1-2_1_1_1,0.11668954908,0.115212293496,-1
200,0.01,0,2_0_1_2-2_1_1_2,0.360813447275,0.337745394362,-1
200,0.01,0,2_0_0_3-2_1_0_3,0.011030504587,0.00879541498095,0
500,0.01,1,2_0_1_0-2_1_1_0,0.0610928562746,0.0488099752955,-1
500,0.01,1,2_0_1_3-2_1_1_3,0.000907778645886,0.00039003634405,1
500,0.01,1,2_0_0_0-2_1_0_0,0.000618061306574,0.0011025362617,1
500,0.01,1,2_0_0_2-2_1_0_2,0.0518028028372,0.031536100816,-1
500,0.01,1,2_0_0_1-2_1_0_1,0.000279401279998,0.000285230350939,1
500,0.01,1,2_0_1_1-2_1_1_1,0.224796422907,0.224185767854,-1
500,0.01,1,2_0_1_2-2_1_1_2,0.00152390148133,0.00130977557567,1
500,0.01,1,2_0_0_3-2_1_0_3,0.060286468707,0.204730163749,-1
500,0.01,0,2_0_1_0-2_1_1_0,0.316684511291,0.205776476848,-1
500,0.01,0,2_0_1_3-2_1_1_3,0.567881141837,0.639952209341,-1
500,0.01,0,2_0_0_0-2_1_0_0,0.207518646832,0.117829856586,-1
500,0.01,0,2_0_0_2-2_1_0_2,0.0875099217323,0.0715239482589,-1
500,0.01,0,2_0_0_1-2_1_0_1,0.138963957009,0.0859214029711,-1
500,0.01,0,2_0_1_1-2_1_1_1,0.987259932574,0.930818275815,-1
500,0.01,0,2_0_1_2-2_1_1_2,0.369392747122,0.296455787052,-1
500,0.01,0,2_0_0_3-2_1_0_3,0.0264357363348,0.0194608840196,-1
800,0.01,1,2_0_1_0-2_1_1_0,0.0832491933662,0.0364860843118,-1
800,0.01,1,2_0_1_3-2_1_1_3,0.000639487062626,0.000459582672234,1
800,0.01,1,2_0_0_0-2_1_0_0,3.9035575264e-10,5.99872142627e-10,1
800,0.01,1,2_0_0_2-2_1_0_2,0.0295968700736,0.0837546675023,-1
800,0.01,1,2_0_0_1-2_1_0_1,6.67041758011e-08,7.73894107139e-08,1
800,0.01,1,2_0_1_1-2_1_1_1,0.380011199581,0.208941610516,-1
800,0.01,1,2_0_1_2-2_1_1_2,5.95888519657e-06,7.66185977326e-06,1
800,0.01,1,2_0_0_3-2_1_0_3,0.00609998413165,0.0862798115064,1
800,0.01,0,2_0_1_0-2_1_1_0,0.0351839081021,0.0112807228424,-1
800,0.01,0,2_0_1_3-2_1_1_3,0.193297274746,0.128956627601,-1
800,0.01,0,2_0_0_0-2_1_0_0,0.223982110014,0.160140310338,-1
800,0.01,0,2_0_0_2-2_1_0_2,0.605736449007,0.474499837115,-1
800,0.01,0,2_0_0_1-2_1_0_1,0.203038569617,0.131302222607,-1
800,0.01,0,2_0_1_1-2_1_1_1,0.105489816541,0.0470495553162,-1
800,0.01,0,2_0_1_2-2_1_1_2,0.273695462616,0.147356001142,-1
800,0.01,0,2_0_0_3-2_1_0_3,0.380011199581,0.210638381099,-1
1100,0.01,1,2_0_1_0-2_1_1_0,8.41957186573e-07,1.87680463189e-05,1
1100,0.01,1,2_0_1_3-2_1_1_3,7.75051962728e-06,4.93202373786e-06,1
1100,0.01,1,2_0_0_0-2_1_0_0,8.69670736361e-07,4.47865763491e-07,1
1100,0.01,1,2_0_0_2-2_1_0_2,0.000575694797111,0.0036420829639,1
1100,0.01,1,2_0_0_1-2_1_0_1,5.49038746608e-05,2.1820659968e-05,1
1100,0.01,1,2_0_1_1-2_1_1_1,0.00418072871928,0.0545856169909,1
1100,0.01,1,2_0_1_2-2_1_1_2,6.92846668816e-05,7.66923309798e-05,1
1100,0.01,1,2_0_0_3-2_1_0_3,8.12104529832e-05,0.000930421132265,1
1100,0.01,0,2_0_1_0-2_1_1_0,0.788921269884,0.591488031296,-1
1100,0.01,0,2_0_1_3-2_1_1_3,0.0250783809098,0.0106429140346,-1
1100,0.01,0,2_0_0_0-2_1_0_0,0.366161110826,0.137467265693,-1
1100,0.01,0,2_0_0_2-2_1_0_2,0.700454924443,0.869779069305,-1
1100,0.01,0,2_0_0_1-2_1_0_1,0.12971161779,0.040818909345,-1
1100,0.01,0,2_0_1_1-2_1_1_1,0.176560057737,0.0795339313886,-1
1100,0.01,0,2_0_1_2-2_1_1_2,0.598234199422,0.643189670656,-1
1100,0.01,0,2_0_0_3-2_1_0_3,0.393861520132,0.249949644311,-1
1400,0.01,1,2_0_1_0-2_1_1_0,3.29436353969e-05,0.0165745182847,1
1400,0.01,1,2_0_1_3-2_1_1_3,4.65743537194e-06,8.30734569189e-06,1
1400,0.01,1,2_0_0_0-2_1_0_0,6.35879576643e-10,3.86977306223e-10,1
1400,0.01,1,2_0_0_2-2_1_0_2,0.000970605220488,0.0288055418731,1
1400,0.01,1,2_0_0_1-2_1_0_1,2.60573649241e-08,4.11850966363e-09,1
1400,0.01,1,2_0_1_1-2_1_1_1,1.51540911994e-05,0.000834047895908,1
1400,0.01,1,2_0_1_2-2_1_1_2,2.08403717881e-06,1.11750514507e-05,1
1400,0.01,1,2_0_0_3-2_1_0_3,0.000839791529296,0.0108555072668,1
1400,0.01,0,2_0_1_0-2_1_1_0,0.471439058647,0.215597308214,-1
1400,0.01,0,2_0_1_3-2_1_1_3,0.415907246907,0.0979152503967,-1
1400,0.01,0,2_0_0_0-2_1_0_0,0.446270226605,0.179921578249,-1
1400,0.01,0,2_0_0_2-2_1_0_2,0.0135163504079,0.00480946835997,0
1400,0.01,0,2_0_0_1-2_1_0_1,0.0578340588238,0.0473506255096,-1
1400,0.01,0,2_0_1_1-2_1_1_1,0.432160084002,0.106165879062,-1
1400,0.01,0,2_0_1_2-2_1_1_2,0.227780872443,0.109835654368,-1
1400,0.01,0,2_0_0_3-2_1_0_3,0.20244650094,0.0680388811652,-1
1700,0.01,1,2_0_1_0-2_1_1_0,2.76069164825e-06,0.000522087892161,1
1700,0.01,1,2_0_1_3-2_1_1_3,4.5085757479e-06,1.24414799094e-05,1
1700,0.01,1,2_0_0_0-2_1_0_0,4.48546378766e-17,3.13341061212e-16,1
1700,0.01,1,2_0_0_2-2_1_0_2,1.52458616267e-05,0.00260903778796,1
1700,0.01,1,2_0_0_1-2_1_0_1,9.2037674525e-10,1.09836815782e-08,1
1700,0.01,1,2_0_1_1-2_1_1_1,2.76069164825e-06,0.00367149302967,1
1700,0.01,1,2_0_1_2-2_1_1_2,5.060954475e-05,2.76928038402e-05,1
1700,0.01,1,2_0_0_3-2_1_0_3,1.07073830911e-05,0.000245506026151,1
1700,0.01,0,2_0_1_0-2_1_1_0,0.864833749128,0.519474789119,-1
1700,0.01,0,2_0_1_3-2_1_1_3,0.038500663385,0.0771352580603,-1
1700,0.01,0,2_0_0_0-2_1_0_0,0.870653901844,0.38153032857,-1
1700,0.01,0,2_0_0_2-2_1_0_2,0.187407526316,0.135849877414,-1
1700,0.01,0,2_0_0_1-2_1_0_1,0.109163721608,0.0111081385939,-1
1700,0.01,0,2_0_1_1-2_1_1_1,0.898642354201,0.596113715517,-1
1700,0.01,0,2_0_1_2-2_1_1_2,0.2166924241,0.232878045873,-1
1700,0.01,0,2_0_0_3-2_1_0_3,0.368424368028,0.319970805382,-1
2000,0.01,1,2_0_1_0-2_1_1_0,1.18345168285e-11,6.37956354438e-08,1
