#flows,epsilon,is_correlated,key,count_chern,byte_chern,pred,true
540,0.01,1,s4-s5,3.08041823927e-13,3.46883924225e-06,1,1
540,0.01,1,s3-s6,8.36076912454e-16,1.20607003375e-09,1,1
540,0.01,1,s5-s6,6.40101410015e-13,3.23877608588e-06,1,1
540,0.01,1,s3-s4,4.79515896643e-14,1.46673228272e-09,1,1
540,0.01,0,s4-s5,0.319722174524,0.271827769319,-1,-1
540,0.01,0,s3-s6,0.342638709526,0.227844421307,-1,-1
540,0.01,0,s5-s6,0.0354289449206,0.377680845764,-1,-1
540,0.01,0,s3-s4,0.438979837844,0.44628202522,-1,-1
