#flows,epsilon,is_correlated,key,#pres,count_chern[0]
20,0.01,1,s3-s6,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
20,0.01,1,s3-s4,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
40,0.01,1,s5-s6,3,0.000244140625,0.506821632386,2.0,2.0,s5,s3,s2,s1
40,0.01,1,s3-s6,3,7.62939453125e-06,0.845821465941,2.0,2.0,s3,s5,s2,s1
40,0.01,1,s4-s5,3,6.103515625e-05,0.882207868187,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s4-s5,4,1.52587890625e-05,2.0,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s6,4,7.62939453125e-06,0.42763075233,2.0,2.0,s3,s5,s2,s1
60,0.01,1,s5-s6,4,1.90734863281e-06,0.42763075233,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s4,4,1.52587890625e-05,0.925890670177,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s4-s5,4,1.19209289551e-07,0.11668954908,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s6,4,3.0517578125e-05,0.912986006158,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s5-s6,4,1.19209289551e-07,0.904686017997,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s4,4,2.98023223877e-08,0.981647737327,2.0,2.0,s3,s5,s2,s1
100,0.01,1,s4-s5,4,5.96046447754e-08,0.821839002801,2.0,2.0,s5,s3,s2,s1
100,0.01,1,s3-s6,4,1.16415321827e-10,0.734241178475,2.0,2.0,s3,s5,s2,s1
100,0.01,1,s5-s6,4,7.45058059692e-09,0.225727206796,2.0,2.0,s5,s3,s2,s1
100,0.01,1,s3-s4,4,2.98023223877e-08,1.0,2.0,2.0,s3,s5,s2,s1
20,0.01,1,s3-s6,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
20,0.01,1,s3-s4,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
40,0.01,1,s5-s6,3,6.103515625e-05,0.845821465941,2.0,2.0,s5,s3,s2,s1
40,0.01,1,s3-s6,3,0.00048828125,2.0,2.0,2.0,s3,s2,s1,s5
40,0.01,1,s4-s5,3,0.000244140625,0.660789812877,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s4-s5,4,1.52587890625e-05,2.0,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s6,4,3.0517578125e-05,0.668505756766,2.0,2.0,s3,s5,s2,s1
60,0.01,1,s5-s6,4,6.103515625e-05,0.866453303662,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s4,4,3.0517578125e-05,0.739313886531,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s4-s5,4,9.53674316406e-07,0.750741327428,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s6,4,2.98023223877e-08,1.0,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s5-s6,4,9.53674316406e-07,1.0,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s4,4,5.96046447754e-08,0.57819621411,2.0,2.0,s3,s5,s2,s1
100,0.01,1,s4-s5,4,1.49011611938e-08,0.778290722679,2.0,2.0,s5,s3,s2,s1
100,0.01,1,s3-s6,4,1.49011611938e-08,0.864686105358,2.0,2.0,s3,s5,s2,s1
100,0.01,1,s5-s6,4,7.45058059692e-09,0.939374778934,2.0,2.0,s5,s3,s2,s1
100,0.01,1,s3-s4,4,5.96046447754e-08,0.31381948628,2.0,2.0,s3,s5,s2,s1
20,0.01,1,s3-s6,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
20,0.01,1,s3-s4,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
40,0.01,1,s4-s5,3,0.000244140625,0.845821465941,2.0,2.0,s5,s3,s2,s1
40,0.01,1,s5-s6,3,0.000244140625,2.0,2.0,2.0,s5,s3,s2,s1
40,0.01,1,s3-s4,3,2.0,2.0,2.0,2.0,s3,s2,s1,s5
60,0.01,1,s4-s5,4,1.90734863281e-06,0.76636463792,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s6,4,1.90734863281e-06,0.967192176354,2.0,2.0,s3,s5,s2,s1
60,0.01,1,s5-s6,4,2.38418579102e-07,0.705186060147,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s4,4,1.90734863281e-06,0.882207868187,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s4-s5,4,1.49011611938e-08,0.919955432665,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s6,4,9.53674316406e-07,0.980193442246,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s5-s6,4,1.19209289551e-07,0.370380418231,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s4,4,1.49011611938e-08,0.974015606426,2.0,2.0,s3,s5,s2,s1
100,0.01,1,s4-s5,4,3.72529029846e-09,0.982903042702,2.0,2.0,s5,s3,s2,s1
100,0.01,1,s3-s6,4,1.86264514923e-09,0.939374778934,2.0,2.0,s3,s5,s2,s1
100,0.01,1,s5-s6,4,1.45519152284e-11,0.241742854922,2.0,2.0,s5,s3,s2,s1
100,0.01,1,s3-s4,4,1.86264514923e-09,0.734241178475,2.0,2.0,s3,s5,s2,s1
20,0.01,1,s4-s5,3,0.000244140625,2.0,2.0,s5,s3,s1
20,0.01,1,s3-s6,3,2.0,2.0,2.0,2.0,s3,s2,s1,s5
