50,0.202652692795,0.0001,0.3,1,s4-s5,0.0460847400477,0.477132864346,-1,1
50,0.202652692795,0.0001,0.3,1,s3-s6,1.92387821848e-05,0.477290211953,1,1
50,0.202652692795,0.0001,0.3,1,s5-s6,0.0858117699334,0.476316779769,-1,1
50,0.202652692795,0.0001,0.3,1,s3-s4,6.12868240156e-05,0.0471755496053,1,1
50,0.228104114532,0.0001,0.3,0,s4-s5,0.262055818993,0.477098667244,-1,0
50,0.228104114532,0.0001,0.3,0,s3-s6,0.0765470508387,0.474806198126,-1,0
50,0.228104114532,0.0001,0.3,0,s5-s6,0.0465875731638,0.473090257915,-1,0
50,0.228104114532,0.0001,0.3,0,s3-s4,0.159386051975,0.475270038962,-1,0
50,0.20912027359,0.0001,0.3,-1,s4-s5,0.262055818993,0.367993830993,-1,-1
50,0.20912027359,0.0001,0.3,-1,s3-s6,0.301934101995,0.236466505175,-1,-1
50,0.20912027359,0.0001,0.3,-1,s5-s6,0.0619322904161,0.274993328433,-1,-1
50,0.20912027359,0.0001,0.3,-1,s3-s4,0.0898206626585,0.275301687882,-1,-1
50,0.239160776138,0.0001,0.3,1,s4-s5,0.00413982268825,0.474967000085,1,1
50,0.239160776138,0.0001,0.3,1,s3-s6,0.000312392930835,0.476112709686,1,1
50,0.239160776138,0.0001,0.3,1,s5-s6,0.001247508885,0.473037899813,1,1
50,0.239160776138,0.0001,0.3,1,s3-s4,0.00267492235451,0.478928263361,1,1
50,0.237134933472,0.0001,0.3,0,s4-s5,0.0515186275323,0.381319337081,-1,0
50,0.237134933472,0.0001,0.3,0,s3-s6,0.0140724008659,0.478472454575,-1,0
50,0.237134933472,0.0001,0.3,0,s5-s6,0.00413982268825,0.47483304893,1,0
50,0.237134933472,0.0001,0.3,0,s3-s4,0.0331659831581,0.478453505457,-1,0
50,0.201281785965,0.0001,0.3,-1,s4-s5,0.022070032009,0.0370569839081,-1,-1
50,0.201281785965,0.0001,0.3,-1,s3-s6,0.0778533889088,0.156537117633,-1,-1
50,0.201281785965,0.0001,0.3,-1,s5-s6,0.162481909676,0.315291777712,-1,-1
50,0.201281785965,0.0001,0.3,-1,s3-s4,0.159386051975,0.223973204938,-1,-1
50,0.215951681137,0.0001,0.3,1,s4-s5,0.00170830829043,0.475907477481,1,1
50,0.215951681137,0.0001,0.3,1,s3-s6,0.000584427509226,0.476554784088,1,1
50,0.215951681137,0.0001,0.3,1,s5-s6,1.04735369157e-05,0.476729321361,1,1
50,0.215951681137,0.0001,0.3,1,s3-s4,0.016588691819,0.478007348647,-1,1
50,0.219299554825,0.0001,0.3,0,s4-s5,0.0898206626585,0.475467641931,-1,0
50,0.219299554825,0.0001,0.3,0,s3-s6,0.063272591358,0.4782584781,-1,0
50,0.219299554825,0.0001,0.3,0,s5-s6,0.0898206626585,0.474875142579,-1,0
50,0.219299554825,0.0001,0.3,0,s3-s4,0.159386051975,0.475847648613,-1,0
50,0.223611116409,0.0001,0.3,-1,s4-s5,0.0465875731638,0.0695386015325,-1,-1
50,0.223611116409,0.0001,0.3,-1,s3-s6,0.172711157624,0.469954698622,-1,-1
50,0.223611116409,0.0001,0.3,-1,s5-s6,0.0698997766603,0.264453705252,-1,-1
50,0.223611116409,0.0001,0.3,-1,s3-s4,0.262055818993,0.135831173183,-1,-1
50,0.209903478622,0.0001,0.3,1,s4-s5,0.00633080688025,0.474857905638,-1,1
50,0.209903478622,0.0001,0.3,1,s3-s6,0.00370928686772,0.477883887806,1,1
50,0.209903478622,0.0001,0.3,1,s5-s6,0.000470075993595,0.477743487658,1,1
50,0.209903478622,0.0001,0.3,1,s3-s4,0.000470075993595,0.477754300142,1,1
50,0.200478315353,0.0001,0.3,0,s4-s5,0.114927874488,0.476473032016,-1,0
50,0.200478315353,0.0001,0.3,0,s3-s6,0.401602300921,0.477279346376,-1,0
50,0.200478315353,0.0001,0.3,0,s5-s6,0.401602300921,0.475802604972,-1,0
50,0.200478315353,0.0001,0.3,0,s3-s4,0.0698997766603,0.47621535432,-1,0
50,0.189716815948,0.0001,0.3,-1,s4-s5,0.0465875731638,0.138990247515,-1,-1
50,0.189716815948,0.0001,0.3,-1,s3-s6,0.0698997766603,0.294301123258,-1,-1
50,0.189716815948,0.0001,0.3,-1,s5-s6,0.301934101995,0.437340314331,-1,-1
50,0.189716815948,0.0001,0.3,-1,s3-s4,0.0289404196542,0.228408121008,-1,-1
50,0.223487138748,0.0001,0.3,1,s4-s5,0.000169268836368,0.472565161979,1,1
50,0.223487138748,0.0001,0.3,1,s3-s6,0.0465875731638,0.474710671574,-1,1
50,0.223487138748,0.0001,0.3,1,s5-s6,0.00964224078242,0.476379553545,-1,1
50,0.223487138748,0.0001,0.3,1,s3-s4,1.34434232922e-06,0.479649988536,1,1
50,0.208806037903,0.0001,0.3,0,s4-s5,0.262055818993,0.476921909866,-1,0
50,0.208806037903,0.0001,0.3,0,s3-s6,0.0898206626585,0.477554657537,-1,0
50,0.208806037903,0.0001,0.3,0,s5-s6,0.0898206626585,0.476279785527,-1,0
50,0.208806037903,0.0001,0.3,0,s3-s4,0.430468475537,0.477802438642,-1,0
50,0.206963300705,0.0001,0.3,-1,s4-s5,0.0407580059957,0.161692423544,-1,-1
50,0.206963300705,0.0001,0.3,-1,s3-s6,0.0460847400477,0.239519490293,-1,-1
50,0.206963300705,0.0001,0.3,-1,s5-s6,0.401602300921,0.508571089225,-1,-1
50,0.206963300705,0.0001,0.3,-1,s3-s4,0.279680314936,0.268822457646,-1,-1
50,0.226911783218,0.0001,0.3,1,s4-s5,0.0171857694542,0.476505868266,-1,1
50,0.226911783218,0.0001,0.3,1,s3-s6,0.124172500041,0.47835362197,-1,1
50,0.226911783218,0.0001,0.3,1,s5-s6,0.00123416256592,0.473524549617,1,1
50,0.226911783218,0.0001,0.3,1,s3-s4,0.000770239636642,0.476939449097,1,1
50,0.208096504211,0.0001,0.3,0,s4-s5,0.0210117864382,0.477054151694,-1,0
50,0.208096504211,0.0001,0.3,0,s3-s6,0.159386051975,0.475244051851,-1,0
50,0.208096504211,0.0001,0.3,0,s5-s6,0.0171857694542,0.476963051664,-1,0
50,0.208096504211,0.0001,0.3,0,s3-s4,0.0270344539054,0.477871460541,-1,0
50,0.203597068787,0.0001,0.3,-1,s4-s5,0.022070032009,0.0411939496042,-1,-1
