200,0.001,1,2_0_1_0-2_1_1_0,0.000135076742087,1.10942642989e-37,1,1
200,0.001,1,2_0_1_3-2_1_1_3,3.51681273924e-06,1.22480917273e-26,1,1
200,0.001,1,2_0_0_0-2_1_0_0,1.15467642148e-05,1.97895100267e-34,1,1
200,0.001,1,2_0_0_2-2_1_0_2,0.000439899917091,1.10635518281e-27,1,1
200,0.001,1,2_0_0_1-2_1_0_1,4.78705321749e-08,2.38968110324e-29,1,1
200,0.001,1,2_0_1_1-2_1_1_1,4.44194882319e-07,6.20334876042e-28,1,1
200,0.001,1,2_0_1_2-2_1_1_2,5.3393691221e-06,5.75174921058e-20,1,1
200,0.001,1,2_0_0_3-2_1_0_3,2.63408868691e-12,4.48314241574e-29,1,1
200,0.001,0,2_0_1_0-2_1_1_0,0.236105612961,7.54862686976e-27,0,0
200,0.001,0,2_0_1_3-2_1_1_3,0.721160006652,8.89609685218e-28,0,0
200,0.001,0,2_0_0_0-2_1_0_0,0.612380808996,5.78877427249e-31,0,0
200,0.001,0,2_0_0_2-2_1_0_2,0.374102034755,4.17607154912e-29,0,0
200,0.001,0,2_0_0_1-2_1_0_1,0.868903321975,8.8422171639e-34,0,0
200,0.001,0,2_0_1_1-2_1_1_1,0.555159224668,5.05479822152e-32,0,0
200,0.001,0,2_0_1_2-2_1_1_2,0.879041555155,1.43419188941e-31,0,0
200,0.001,0,2_0_0_3-2_1_0_3,0.555159224668,7.81620495243e-25,0,0
200,0.001,1,2_0_1_0-2_1_1_0,5.93462149747e-06,1.06359471495e-68,1,1
200,0.001,1,2_0_1_3-2_1_1_3,6.81477423207e-08,1.97697140767e-25,1,1
200,0.001,1,2_0_0_0-2_1_0_0,4.44194882319e-07,6.3018822153e-26,1,1
200,0.001,1,2_0_0_2-2_1_0_2,8.99578067449e-06,8.2422459826e-27,1,1
200,0.001,1,2_0_0_1-2_1_0_1,4.1304617643e-05,3.45585957004e-44,1,1
200,0.001,1,2_0_1_1-2_1_1_1,0.00242391167658,1.57827613963e-27,0,1
200,0.001,1,2_0_1_2-2_1_1_2,2.63649942814e-07,7.45949201569e-39,1,1
200,0.001,1,2_0_0_3-2_1_0_3,0.000518766755595,6.32084981927e-20,1,1
200,0.001,0,2_0_1_0-2_1_1_0,0.77871958099,4.3790313693e-33,0,0
200,0.001,0,2_0_1_3-2_1_1_3,0.879041555155,7.55460625163e-34,0,0
200,0.001,0,2_0_0_0-2_1_0_0,0.697525426882,1.00634395593e-25,0,0
200,0.001,0,2_0_0_2-2_1_0_2,0.424855839787,1.30420686463e-30,0,0
200,0.001,0,2_0_0_1-2_1_0_1,0.526931657871,2.79381389025e-28,0,0
200,0.001,0,2_0_1_1-2_1_1_1,0.115803508347,5.83178210139e-30,0,0
200,0.001,0,2_0_1_2-2_1_1_2,0.160681006211,2.44442687032e-28,0,0
200,0.001,0,2_0_0_3-2_1_0_3,0.85210740832,5.7031614779e-32,0,0
200,0.001,1,2_0_1_0-2_1_1_0,0.176791668781,1.77176680954e-39,0,1
200,0.001,1,2_0_1_3-2_1_1_3,1.73383980134e-12,1.39108920355e-35,1,1
200,0.001,1,2_0_0_0-2_1_0_0,2.25972147009e-07,8.17156160445e-42,1,1
200,0.001,1,2_0_0_2-2_1_0_2,1.73066472929e-06,3.12991612183e-35,1,1
200,0.001,1,2_0_0_1-2_1_0_1,1.72410175074e-08,1.17558552224e-29,1,1
200,0.001,1,2_0_1_1-2_1_1_1,0.00298170288174,5.2863049709e-26,0,1
200,0.001,1,2_0_1_2-2_1_1_2,1.57892054503e-09,4.2541665595e-29,1,1
200,0.001,1,2_0_0_3-2_1_0_3,3.44722857873e-11,4.76542500098e-37,1,1
200,0.001,0,2_0_1_0-2_1_1_0,0.697525426882,3.91218867206e-32,0,0
200,0.001,0,2_0_1_3-2_1_1_3,0.139952332407,7.9949953733e-23,0,0
200,0.001,0,2_0_0_0-2_1_0_0,0.548702018395,1.6145178354e-29,0,0
200,0.001,0,2_0_0_2-2_1_0_2,0.401886924752,1.22533572144e-27,0,0
200,0.001,0,2_0_0_1-2_1_0_1,0.694012228198,2.44448924855e-47,0,0
200,0.001,0,2_0_1_1-2_1_1_1,0.297466979269,4.30800858932e-21,0,0
200,0.001,0,2_0_1_2-2_1_1_2,0.697525426882,3.23370900401e-25,0,0
200,0.001,0,2_0_0_3-2_1_0_3,0.183637304144,1.08938250922e-40,0,0
