#flows,epsilon,is_correlated,#correlated_detect
5000,0.01,1,4,0,4
5000,0.03,1,4,0,4
5000,0.05,1,4,0,4
5000,0.07,1,4,0,4
5000,0.09,1,4,0,4
5000,0.11,1,4,0,4
5000,0.01,0,0,0,4
5000,0.03,0,0,0,4
5000,0.05,0,0,1,4
5000,0.07,0,1,1,4
5000,0.09,0,0,1,4
5000,0.11,0,0,1,4
5000,0.01,1,4,0,4
5000,0.03,1,4,0,4
5000,0.05,1,4,0,4
5000,0.07,1,4,0,4
5000,0.09,1,4,0,4
5000,0.11,1,4,0,4
5000,0.01,0,0,1,4
5000,0.03,0,0,0,4
5000,0.05,0,1,0,4
5000,0.07,0,1,0,4
5000,0.09,0,1,0,4
5000,0.11,0,1,0,4
5000,0.01,1,4,0,4
5000,0.03,1,4,0,4
5000,0.05,1,4,0,4
5000,0.07,1,4,0,4
5000,0.09,1,4,0,4
5000,0.11,1,4,0,4
5000,0.01,0,0,0,4
5000,0.03,0,0,0,4
5000,0.05,0,0,1,4
5000,0.07,0,0,0,4
5000,0.09,0,2,0,4
5000,0.11,0,2,1,4
5000,0.01,1,4,0,4
5000,0.03,1,4,0,4
5000,0.05,1,4,0,4
5000,0.07,1,4,0,4
5000,0.09,1,4,0,4
5000,0.11,1,4,0,4
5000,0.01,0,0,0,4
5000,0.03,0,0,0,4
5000,0.05,0,1,0,4
5000,0.07,0,0,0,4
5000,0.09,0,2,0,4
5000,0.11,0,0,0,4
5000,0.01,1,4,0,4
5000,0.03,1,4,0,4
5000,0.05,1,4,0,4
5000,0.07,1,4,0,4
5000,0.09,1,4,0,4
5000,0.11,1,4,0,4
5000,0.01,0,1,0,4
5000,0.03,0,0,0,4
5000,0.05,0,1,0,4
5000,0.07,0,2,0,4
5000,0.09,0,0,2,4
5000,0.11,0,1,1,4
5000,0.01,1,4,0,4
5000,0.03,1,4,0,4
5000,0.05,1,4,0,4
5000,0.07,1,4,0,4
5000,0.09,1,4,0,4
5000,0.11,1,4,0,4
5000,0.01,0,0,0,4
5000,0.03,0,0,0,4
5000,0.05,0,0,1,4
5000,0.07,0,1,0,4
5000,0.09,0,2,0,4
5000,0.11,0,1,0,4
5000,0.01,1,4,0,4
5000,0.03,1,4,0,4
5000,0.05,1,4,0,4
5000,0.07,1,4,0,4
5000,0.09,1,4,0,4
5000,0.11,1,4,0,4
5000,0.01,0,0,0,4
5000,0.03,0,0,1,4
5000,0.05,0,0,0,4
5000,0.07,0,1,1,4
5000,0.09,0,1,0,4
5000,0.11,0,0,0,4
5000,0.01,1,4,0,4
5000,0.03,1,4,0,4
5000,0.05,1,4,0,4
5000,0.07,1,4,0,4
5000,0.09,1,4,0,4
5000,0.11,1,4,0,4
5000,0.01,0,0,0,4
5000,0.03,0,0,0,4
5000,0.05,0,1,1,4
5000,0.07,0,0,0,4
5000,0.09,0,0,0,4
5000,0.11,0,0,0,4
5000,0.01,1,4,0,4
5000,0.03,1,4,0,4
5000,0.05,1,4,0,4
5000,0.07,1,4,0,4
5000,0.09,1,4,0,4
5000,0.11,1,4,0,4
5000,0.01,0,1,0,4
5000,0.03,0,0,0,4
5000,0.05,0,0,1,4
5000,0.07,0,0,1,4
5000,0.09,0,1,1,4
5000,0.11,0,0,0,4
5000,0.01,1,4,0,4
5000,0.03,1,4,0,4
5000,0.05,1,4,0,4
5000,0.07,1,4,0,4
5000,0.09,1,4,0,4
5000,0.11,1,4,0,4
5000,0.01,0,0,0,4
5000,0.03,0,0,1,4
5000,0.05,0,0,1,4
5000,0.07,0,1,1,4
5000,0.09,0,0,0,4
5000,0.11,0,0,1,4
