300,0.001,0.01,1,14,0,14
300,0.001,0.01,0,3,11,14
300,0.001,0.01,-1,3,2,14
500,0.001,0.01,1,13,1,14
500,0.001,0.01,0,1,13,14
500,0.001,0.01,-1,1,1,14
