#flows,epsilon,is_correlated,key,#pres,count_chern[0]
20,0.01,1,s3-s6,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
20,0.01,1,s3-s4,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
40,0.01,1,s4-s5,3,3.0517578125e-05,1.0,2.0,2.0,s5,s3,s2,s1
40,0.01,1,s5-s6,3,0.000244140625,0.42763075233,2.0,2.0,s5,s3,s2,s1
40,0.01,1,s3-s4,3,0.000244140625,2.0,2.0,2.0,s3,s2,s1,s5
60,0.01,1,s4-s5,4,3.0517578125e-05,0.806524831202,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s6,4,9.53674316406e-07,0.638791830135,2.0,2.0,s3,s5,s2,s1
60,0.01,1,s5-s6,4,1.90734863281e-06,0.739313886531,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s4,4,1.90734863281e-06,0.974015606426,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s4-s5,4,9.53674316406e-07,0.523159117878,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s6,4,9.53674316406e-07,0.267040675672,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s5-s6,4,1.49011611938e-08,0.967192176354,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s4,4,7.45058059692e-09,0.668505756766,2.0,2.0,s3,s5,s2,s1
100,0.01,1,s4-s5,4,7.27595761418e-12,0.834907358928,2.0,2.0,s5,s3,s2,s1
100,0.01,1,s3-s6,4,3.72529029846e-09,0.0644927895836,2.0,2.0,s3,s5,s2,s1
100,0.01,1,s5-s6,4,1.19209289551e-07,0.587314758254,2.0,2.0,s5,s3,s2,s1
100,0.01,1,s3-s4,4,2.98023223877e-08,1.0,2.0,2.0,s3,s5,s2,s1
20,0.01,1,s3-s6,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
20,0.01,1,s3-s4,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
40,0.01,1,s3-s6,1,6.103515625e-05,0.372778697097,2.0,2.0,s3,s5,s2,s1
60,0.01,1,s4-s5,4,1.90734863281e-06,0.560195935615,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s6,4,4.76837158203e-07,0.971000058911,2.0,2.0,s3,s5,s2,s1
60,0.01,1,s5-s6,4,3.81469726562e-06,1.0,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s4,4,5.96046447754e-08,0.307543055144,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s4-s5,4,4.76837158203e-07,0.925890670177,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s6,4,1.90734863281e-06,0.265682649305,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s5-s6,4,1.49011611938e-08,0.821839002801,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s4,4,7.45058059692e-09,0.560195935615,2.0,2.0,s3,s5,s2,s1
100,0.01,1,s4-s5,4,9.31322574615e-10,0.834907358928,2.0,2.0,s5,s3,s2,s1
100,0.01,1,s3-s6,4,1.45519152284e-11,0.31381948628,2.0,2.0,s3,s5,s2,s1
100,0.01,1,s5-s6,4,4.76837158203e-07,0.856029561084,2.0,2.0,s5,s3,s2,s1
100,0.01,1,s3-s4,4,5.96046447754e-08,0.981647737327,2.0,2.0,s3,s5,s2,s1
20,0.01,1,s3-s6,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
20,0.01,1,s3-s4,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
40,0.01,1,s3-s6,2,3.0517578125e-05,2.0,2.0,2.0,s3,s2,s1,s5
40,0.01,1,s3-s4,2,0.000244140625,2.0,2.0,2.0,s3,s2,s1,s5
60,0.01,1,s4-s5,4,1.52587890625e-05,0.372778697097,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s6,4,4.76837158203e-07,0.788331840259,2.0,2.0,s3,s5,s2,s1
60,0.01,1,s5-s6,4,5.96046447754e-08,0.962232129069,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s4,4,0.0001220703125,0.806524831202,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s4-s5,4,9.53674316406e-07,0.806524831202,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s6,4,4.76837158203e-07,0.51391023579,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s5-s6,4,1.90734863281e-06,0.931006114269,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s4,4,7.62939453125e-06,0.931006114269,2.0,2.0,s3,s5,s2,s1
100,0.01,1,s4-s5,4,2.32830643654e-10,0.468595846007,2.0,2.0,s5,s3,s2,s1
100,0.01,1,s3-s6,4,5.82076609135e-11,0.426037116087,2.0,2.0,s3,s5,s2,s1
100,0.01,1,s5-s6,4,4.65661287308e-10,0.912986006158,2.0,2.0,s5,s3,s2,s1
100,0.01,1,s3-s4,4,9.31322574615e-10,0.856029561084,2.0,2.0,s3,s5,s2,s1
20,0.01,1,s3-s6,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
20,0.01,1,s3-s4,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
40,0.01,1,s4-s5,2,0.000244140625,2.0,2.0,2.0,s5,s3,s2,s1
40,0.01,1,s3-s4,2,6.103515625e-05,0.845821465941,2.0,2.0,s3,s5,s2,s1
60,0.01,1,s4-s5,4,3.0517578125e-05,0.739313886531,2.0,2.0,s5,s3,s2,s1
