#flows,epsilon,is_correlated,key,#pres,o_f,count_chern[0]
10,0.01,1,2_0_1_1-2_1_1_1,2,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2_0_1_1,2_0_1_0,1_0_1_2,1_0_1_0,1_0_1_6,1_0_1_7,1_0_1_4
10,0.01,1,2_0_1_3-2_1_1_3,2,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2_0_1_3,2_0_1_2,1_0_1_2,1_0_1_0,1_0_1_1,1_0_1_6,1_0_1_7
20,0.01,1,2_0_1_1-2_1_1_1,2,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2_0_1_1,2_0_1_0,1_0_1_2,1_0_1_3,1_0_1_0,1_0_1_1,1_0_1_6,1_0_1_4,1_0_1_5
20,0.01,1,2_0_1_3-2_1_1_3,2,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2_0_1_3,2_0_1_2,1_0_1_2,1_0_1_3,1_0_1_0,1_0_1_1,1_0_1_6,1_0_1_4,1_0_1_5
30,0.01,1,2_0_1_0-2_1_1_0,7,0,3.0517578125e-05,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2_0_1_0,2_0_1_1,1_0_1_2,1_0_1_3,1_0_1_0,1_0_1_1,1_0_1_6,1_0_1_7,1_0_1_4,1_0_1_5
30,0.01,1,2_0_1_3-2_1_1_3,7,0,0.0001220703125,0.660789812877,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2_0_1_3,2_0_1_2,1_0_1_2,1_0_1_3,1_0_1_0,1_0_1_1,1_0_1_6,1_0_1_7,1_0_1_4,1_0_1_5
30,0.01,1,2_0_1_1-2_1_1_1,7,0,0.000244140625,0.705186060147,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2_0_1_1,2_0_1_0,1_0_1_2,1_0_1_3,1_0_1_0,1_0_1_1,1_0_1_6,1_0_1_7,1_0_1_4,1_0_1_5
30,0.01,1,2_0_0_3-2_1_0_3,7,0,3.0517578125e-05,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2_0_0_3,1_0_0_3,1_0_0_1,1_0_0_0,1_0_0_7,1_0_0_6,1_0_0_5,1_0_0_4,2_0_0_2
30,0.01,1,2_0_0_2-2_1_0_2,7,0,0.000244140625,0.560195935615,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2_0_0_2,2_0_0_3,1_0_0_3,1_0_0_2,1_0_0_1,1_0_0_0,1_0_0_7,1_0_0_6,1_0_0_5,1_0_0_4
30,0.01,1,2_0_1_2-2_1_1_2,7,0,6.103515625e-05,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2_0_1_2,2_0_1_3,1_0_1_2,1_0_1_3,1_0_1_0,1_0_1_1,1_0_1_6,1_0_1_7,1_0_1_4,1_0_1_5
30,0.01,1,2_0_0_1-2_1_0_1,7,0,3.81469726562e-06,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2_0_0_1,1_0_0_3,1_0_0_2,1_0_0_1,1_0_0_0,1_0_0_7,1_0_0_6,1_0_0_5,1_0_0_4,2_0_0_0
40,0.01,1,2_0_1_0-2_1_1_0,8,0,3.81469726562e-06,0.739313886531,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2_0_1_0,2_0_1_1,1_0_1_2,1_0_1_3,1_0_1_0,1_0_1_1,1_0_1_6,1_0_1_7,1_0_1_4,1_0_1_5
40,0.01,1,2_0_1_3-2_1_1_3,8,0,1.52587890625e-05,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2_0_1_3,2_0_1_2,1_0_1_2,1_0_1_3,1_0_1_0,1_0_1_1,1_0_1_6,1_0_1_7,1_0_1_4,1_0_1_5
40,0.01,1,2_0_0_0-2_1_0_0,8,0,7.62939453125e-06,0.882207868187,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2_0_0_0,2_0_0_1,1_0_0_3,1_0_0_2,1_0_0_1,1_0_0_0,1_0_0_7,1_0_0_6,1_0_0_5,1_0_0_4
