#flows,epsilon,is_correlated,key,count_chern[0]
5000,0.01,1,s4-s5,4.16362234977e-07,1.68041700037e-05,1
5000,0.01,1,s3-s6,9.01820229941e-11,3.90964700664e-10,1
5000,0.01,1,s5-s6,1.39457943096e-08,9.99438341073e-08,1
5000,0.01,1,s3-s4,4.22511852475e-07,4.94767475669e-05,1
5000,0.03,1,s4-s5,3.13076147557e-08,1.65374701145e-06,1
5000,0.03,1,s3-s6,2.5158317891e-07,3.83750665039e-07,1
5000,0.03,1,s5-s6,1.63536741062e-05,0.000325260136105,1
5000,0.03,1,s3-s4,1.79766021809e-07,0.00336453147376,1
5000,0.05,1,s4-s5,2.5613260198e-09,6.23505654258e-06,1
5000,0.05,1,s3-s6,1.91836528833e-08,1.97018591726e-07,1
5000,0.05,1,s5-s6,4.23227305393e-09,1.01644937274e-07,1
5000,0.05,1,s3-s4,1.38950113237e-07,2.7478297568e-06,1
5000,0.07,1,s4-s5,8.26571572204e-08,0.000233462751384,1
5000,0.07,1,s3-s6,5.19242848058e-07,5.31743622045e-05,1
5000,0.07,1,s5-s6,8.78013975909e-09,0.001067139317,1
5000,0.07,1,s3-s4,1.56046529055e-10,1.78213013262e-08,1
5000,0.09,1,s4-s5,0.00185695732816,0.000423519295354,1
5000,0.09,1,s3-s6,5.47901439196e-10,9.90679255682e-09,1
5000,0.09,1,s5-s6,3.2353306938e-07,5.77879699345e-07,1
5000,0.09,1,s3-s4,2.22424882964e-09,1.45833406207e-06,1
5000,0.11,1,s4-s5,1.18293345982e-07,0.000129825247846,1
5000,0.11,1,s3-s6,1.89323926343e-05,0.00238562451763,1
5000,0.11,1,s5-s6,1.32486872459e-05,9.17062855135e-05,1
5000,0.11,1,s3-s4,1.74932339877e-05,3.97014419206e-05,1
5000,0.01,0,s4-s5,0.0380663821804,0.0508557903033,-1
5000,0.01,0,s3-s6,0.447903095298,0.247178131206,-1
5000,0.01,0,s5-s6,0.05427284221,0.127451400973,-1
5000,0.01,0,s3-s4,0.0533858420959,0.0402737606663,-1
5000,0.03,0,s4-s5,0.2707843971,0.240227556811,-1
5000,0.03,0,s3-s6,0.136081751719,0.538350894579,-1
5000,0.03,0,s5-s6,0.208483008194,0.322634293972,-1
5000,0.03,0,s3-s4,0.130910425371,0.453723505451,-1
5000,0.05,0,s4-s5,0.298835256495,0.165618841454,-1
5000,0.05,0,s3-s6,0.311537077467,0.29308600152,-1
5000,0.05,0,s5-s6,0.0660392921929,0.0363616189976,0
