#flows,epsilon,is_correlated,key,count_chern[0]
1050,0.01,1,s4-s5,1.19209289551e-07,0.962232129069,2.0,2.0,s5,s3,s2,s1
1050,0.01,1,s3-s6,0.0001220703125,0.603298561199,2.0,2.0,s3,s5,s2,s1
1050,0.01,1,s5-s6,9.53674316406e-07,0.31569683902,2.0,2.0,s5,s3,s2,s1
1050,0.01,1,s3-s4,3.81469726562e-06,0.739313886531,2.0,2.0,s3,s5,s2,s1
1050,0.03,1,s4-s5,9.53674316406e-07,0.560195935615,2.0,2.0,s5,s3,s2,s1
1050,0.03,1,s3-s6,4.76837158203e-07,2.0,2.0,2.0,s3,s2,s1,s5
1050,0.03,1,s5-s6,6.103515625e-05,0.660789812877,2.0,2.0,s5,s3,s2,s1
1050,0.03,1,s3-s4,1.90734863281e-06,0.976462892133,2.0,2.0,s3,s5,s2,s1
1050,0.05,1,s4-s5,4.76837158203e-07,0.560195935615,2.0,2.0,s5,s3,s2,s1
1050,0.05,1,s3-s6,1.90734863281e-06,0.548266618634,2.0,2.0,s3,s5,s2,s1
1050,0.05,1,s5-s6,9.53674316406e-07,0.971000058911,2.0,2.0,s5,s3,s2,s1
1050,0.05,1,s3-s4,1.49011611938e-08,0.845821465941,2.0,2.0,s3,s5,s2,s1
1050,0.07,1,s4-s5,9.53674316406e-07,0.560195935615,2.0,2.0,s5,s3,s2,s1
1050,0.07,1,s3-s6,9.53674316406e-07,0.894633741959,2.0,2.0,s3,s5,s2,s1
1050,0.07,1,s5-s6,3.81469726562e-06,1.0,2.0,2.0,s5,s3,s2,s1
1050,0.07,1,s3-s4,3.81469726562e-06,0.0880418701932,2.0,2.0,s3,s5,s2,s1
1050,0.09,1,s4-s5,3.81469726562e-06,0.962232129069,2.0,2.0,s5,s3,s2,s1
1050,0.09,1,s3-s6,7.62939453125e-06,0.76636463792,2.0,2.0,s3,s5,s2,s1
1050,0.09,1,s5-s6,3.0517578125e-05,0.904686017997,2.0,2.0,s5,s3,s2,s1
