#flows,epsilon,is_correlated,key,count_chern,byte_chern,class
200,0.01,1,2_0_1_0-2_1_1_0,4.1850746725e-06,3.85558979851e-05,1
200,0.01,1,2_0_1_3-2_1_1_3,8.30661448821e-09,1.03369853007e-08,1
200,0.01,1,2_0_0_0-2_1_0_0,1.60557447632e-06,2.69587409465e-07,1
200,0.01,1,2_0_0_2-2_1_0_2,4.27317058761e-07,1.14956384032e-05,1
200,0.01,1,2_0_0_1-2_1_0_1,2.16192733868e-17,5.80800561282e-17,1
200,0.01,1,2_0_1_1-2_1_1_1,5.88314549164e-07,4.30277012981e-05,1
200,0.01,1,2_0_1_2-2_1_1_2,0.00390550348637,0.00310614774136,1
200,0.01,1,2_0_0_3-2_1_0_3,6.93065216616e-06,6.5888694121e-06,1
200,0.01,0,2_0_1_0-2_1_1_0,8.44540318378e-06,1.65553367498e-05,1
200,0.01,0,2_0_1_3-2_1_1_3,0.00118483941478,0.00117902614791,1
200,0.01,0,2_0_0_0-2_1_0_0,0.00220646117614,0.00118859448591,1
200,0.01,0,2_0_0_2-2_1_0_2,0.559028464041,0.493918923909,-1
200,0.01,0,2_0_0_1-2_1_0_1,0.00724385122793,0.00504248855972,1
200,0.01,0,2_0_1_1-2_1_1_1,0.363170365096,0.285277208487,-1
200,0.01,0,2_0_1_2-2_1_1_2,0.257819734014,0.128148622327,-1
200,0.01,0,2_0_0_3-2_1_0_3,0.0504040103383,0.0576826298484,-1
500,0.01,1,2_0_1_0-2_1_1_0,8.3413172104e-11,3.57241117676e-10,1
500,0.01,1,2_0_1_3-2_1_1_3,3.53474757402e-10,1.18958132788e-08,1
500,0.01,1,2_0_0_0-2_1_0_0,3.30126682388e-10,1.19914765987e-07,1
500,0.01,1,2_0_0_2-2_1_0_2,3.72204765589e-07,1.08955994391e-06,1
500,0.01,1,2_0_0_1-2_1_0_1,1.1957640304e-25,7.42869060207e-23,1
500,0.01,1,2_0_1_1-2_1_1_1,1.59187308441e-15,3.38939814887e-11,1
500,0.01,1,2_0_1_2-2_1_1_2,7.90555997242e-07,3.75245132823e-06,1
500,0.01,1,2_0_0_3-2_1_0_3,0.00226285302957,0.00721501183562,1
500,0.01,0,2_0_1_0-2_1_1_0,9.78384648687e-09,4.23421235074e-08,1
500,0.01,0,2_0_1_3-2_1_1_3,0.000813883244895,0.000192117605379,1
500,0.01,0,2_0_0_0-2_1_0_0,0.0384757631307,0.00950061273753,0
500,0.01,0,2_0_0_2-2_1_0_2,0.0398153780282,0.0406783801097,-1
500,0.01,0,2_0_0_1-2_1_0_1,0.00170552614855,0.000897252423247,1
500,0.01,0,2_0_1_1-2_1_1_1,0.00876269315347,0.019752457553,1
500,0.01,0,2_0_1_2-2_1_1_2,0.454245973471,0.420160819525,-1
500,0.01,0,2_0_0_3-2_1_0_3,0.123676806489,0.349021733355,-1
800,0.01,1,2_0_1_0-2_1_1_0,1.82848280078e-09,4.13499101904e-10,1
800,0.01,1,2_0_1_3-2_1_1_3,5.16700674396e-10,4.79050545278e-10,1
800,0.01,1,2_0_0_0-2_1_0_0,2.80372194701e-12,1.80681034631e-10,1
800,0.01,1,2_0_0_2-2_1_0_2,7.91220156748e-12,1.20253738553e-07,1
