#flows,epsilon,is_correlated,key,count_chern,byte_chern,class
200,0.01,1,2_0_1_0-2_1_1_0,0.000156974826701,0.0102979497322,1
200,0.01,1,2_0_1_3-2_1_1_3,0.135850115801,0.0840022821918,-1
200,0.01,1,2_0_0_0-2_1_0_0,0.114795031809,0.244212530284,-1
200,0.01,1,2_0_0_2-2_1_0_2,0.0163399226189,0.016828780963,-1
200,0.01,1,2_0_0_1-2_1_0_1,0.000171056941446,0.000495198537615,1
200,0.01,1,2_0_1_1-2_1_1_1,0.00532714440958,0.00427164599657,1
200,0.01,1,2_0_1_2-2_1_1_2,0.00534025733209,0.00578007807728,1
200,0.01,1,2_0_0_3-2_1_0_3,0.0437247532105,0.0385058672672,-1
200,0.01,0,2_0_1_0-2_1_1_0,0.224117871974,0.353069973448,-1
200,0.01,0,2_0_1_3-2_1_1_3,0.840185245457,0.916625565469,-1
200,0.01,0,2_0_0_0-2_1_0_0,0.0316193221087,0.0119192955827,-1
200,0.01,0,2_0_0_2-2_1_0_2,0.0623368244169,0.0201942303582,-1
200,0.01,0,2_0_0_1-2_1_0_1,0.148850964632,0.246577735814,-1
200,0.01,0,2_0_1_1-2_1_1_1,0.60549152238,0.300694301838,-1
200,0.01,0,2_0_1_2-2_1_1_2,0.018595068591,0.00836878419415,0
200,0.01,0,2_0_0_3-2_1_0_3,0.000106598803039,5.89078004593e-05,1
500,0.01,1,2_0_1_0-2_1_1_0,0.00403110411498,0.0392541219258,1
500,0.01,1,2_0_1_3-2_1_1_3,0.173193581967,0.196055175556,-1
500,0.01,1,2_0_0_0-2_1_0_0,5.11487325717e-07,4.18362106718e-06,1
500,0.01,1,2_0_0_2-2_1_0_2,0.000178470888327,0.0014110675697,1
500,0.01,1,2_0_0_1-2_1_0_1,0.000545100850608,0.0110253223832,1
500,0.01,1,2_0_1_1-2_1_1_1,0.00138420365866,0.00131539109203,1
500,0.01,1,2_0_1_2-2_1_1_2,0.000107315200342,0.000459453420238,1
500,0.01,1,2_0_0_3-2_1_0_3,0.000159146706992,0.000378447783813,1
500,0.01,0,2_0_1_0-2_1_1_0,0.00902074525189,0.0337797958819,1
500,0.01,0,2_0_1_3-2_1_1_3,0.89478810967,0.834190895376,-1
500,0.01,0,2_0_0_0-2_1_0_0,0.677264729247,0.280728980495,-1
500,0.01,0,2_0_0_2-2_1_0_2,0.00586027562302,0.00284186504355,1
500,0.01,0,2_0_0_1-2_1_0_1,0.60590387902,0.591804567665,-1
500,0.01,0,2_0_1_1-2_1_1_1,0.700693969478,0.633810935559,-1
500,0.01,0,2_0_1_2-2_1_1_2,0.0284691760291,0.0146623008999,-1
500,0.01,0,2_0_0_3-2_1_0_3,0.0250783809098,0.00428907178347,0
800,0.01,1,2_0_1_0-2_1_1_0,8.1552055996e-05,0.000450280038651,1
800,0.01,1,2_0_1_3-2_1_1_3,0.000312529944016,0.00604965407137,1
800,0.01,1,2_0_0_0-2_1_0_0,1.12880406317e-07,1.2309623348e-07,1
800,0.01,1,2_0_0_2-2_1_0_2,0.0018537137417,0.0581151180147,1
800,0.01,1,2_0_0_1-2_1_0_1,2.63649942814e-07,1.22918234713e-05,1
800,0.01,1,2_0_1_1-2_1_1_1,0.000433208658793,0.0034807036818,1
800,0.01,1,2_0_1_2-2_1_1_2,6.49552983388e-07,8.243597964e-05,1
800,0.01,1,2_0_0_3-2_1_0_3,2.91559448855e-05,0.00159867603143,1
800,0.01,0,2_0_1_0-2_1_1_0,0.649488624321,0.913787811106,-1
800,0.01,0,2_0_1_3-2_1_1_3,0.485907000321,0.179009001551,-1
800,0.01,0,2_0_0_0-2_1_0_0,0.000912087165613,0.00518914072058,1
800,0.01,0,2_0_0_2-2_1_0_2,2.55243983432e-05,2.88038532081e-05,1
800,0.01,0,2_0_0_1-2_1_0_1,0.208970129784,0.496294846678,-1
800,0.01,0,2_0_1_1-2_1_1_1,0.160681006211,0.265733672466,-1
800,0.01,0,2_0_1_2-2_1_1_2,0.381431512418,0.144739317267,-1
800,0.01,0,2_0_0_3-2_1_0_3,0.000111716092121,1.1378390826e-05,1
1100,0.01,1,2_0_1_0-2_1_1_0,3.30947916595e-06,0.000834245976954,1
