#flows,epsilon,is_correlated,key,count_chern[0]
1050,0.01,1,s4-s5,3.81469726562e-06,2.0,2.0,2.0,s5,s3,s2,s1
1050,0.01,1,s3-s6,1.52587890625e-05,0.668505756766,2.0,2.0,s3,s5,s2,s1
1050,0.01,1,s5-s6,3.81469726562e-06,0.866453303662,2.0,2.0,s5,s3,s2,s1
1050,0.01,1,s3-s4,2.38418579102e-07,0.225727206796,2.0,2.0,s3,s5,s2,s1
1050,0.03,1,s4-s5,4.76837158203e-07,0.866453303662,2.0,2.0,s5,s3,s2,s1
1050,0.03,1,s3-s6,1.52587890625e-05,0.967192176354,2.0,2.0,s3,s5,s2,s1
1050,0.03,1,s5-s6,4.76837158203e-07,0.474127011366,2.0,2.0,s5,s3,s2,s1
1050,0.03,1,s3-s4,3.0517578125e-05,0.971000058911,2.0,2.0,s3,s5,s2,s1
1050,0.05,1,s4-s5,9.53674316406e-07,0.226514893743,2.0,2.0,s5,s3,s2,s1
1050,0.05,1,s5-s6,3.81469726562e-06,0.971000058911,2.0,2.0,s5,s3,s2,s1
1050,0.05,1,s3-s4,9.53674316406e-07,0.400913000929,2.0,2.0,s3,s5,s2,s1
1050,0.07,1,s4-s5,1.19209289551e-07,0.955503012118,2.0,2.0,s5,s3,s2,s1
1050,0.07,1,s3-s6,1.52587890625e-05,0.660789812877,2.0,2.0,s3,s5,s2,s1
1050,0.07,1,s5-s6,1.19209289551e-07,0.967192176354,2.0,2.0,s5,s3,s2,s1
1050,0.07,1,s3-s4,3.81469726562e-06,0.76636463792,2.0,2.0,s3,s5,s2,s1
1050,0.09,1,s4-s5,9.53674316406e-07,0.0813988354946,2.0,2.0,s5,s3,s2,s1
1050,0.09,1,s3-s6,9.53674316406e-07,2.0,2.0,2.0,s3,s2,s1,s5
1050,0.09,1,s5-s6,1.90734863281e-06,0.962232129069,2.0,2.0,s5,s3,s2,s1
1050,0.09,1,s3-s4,1.19209289551e-07,1.0,2.0,2.0,s3,s5,s2,s1
1050,0.11,1,s4-s5,1.19209289551e-07,0.51391023579,2.0,2.0,s5,s3,s2,s1
1050,0.11,1,s3-s6,3.0517578125e-05,2.0,2.0,2.0,s3,s2,s1,s5
1050,0.11,1,s5-s6,1.52587890625e-05,2.0,2.0,2.0,s5,s3,s2,s1
1050,0.11,1,s3-s4,4.76837158203e-07,2.0,2.0,2.0,s3,s2,s1,s5
1050,0.11,1,s4-s5,9.53674316406e-07,1.0,2.0,2.0,s5,s3,s2,s1
1050,0.11,1,s3-s6,1.19209289551e-07,0.866453303662,2.0,2.0,s3,s5,s2,s1
1050,0.11,1,s5-s6,3.81469726562e-06,0.971000058911,2.0,2.0,s5,s3,s2,s1
1050,0.11,1,s3-s4,7.62939453125e-06,0.506821632386,2.0,2.0,s3,s5,s2,s1
1050,0.11,1,s4-s5,7.62939453125e-06,2.0,2.0,2.0,s5,s3,s2,s1
1050,0.11,1,s3-s6,7.62939453125e-06,0.51391023579,2.0,2.0,s3,s5,s2,s1
1050,0.11,1,s5-s6,3.81469726562e-06,1.0,2.0,2.0,s5,s3,s2,s1
1050,0.11,1,s3-s4,3.0517578125e-05,0.0527633917379,2.0,2.0,s3,s5,s2,s1
1050,0.11,1,s4-s5,5.96046447754e-08,0.360813447275,2.0,2.0,s5,s3,s2,s1
1050,0.11,1,s3-s6,3.0517578125e-05,0.76636463792,2.0,2.0,s3,s5,s2,s1
1050,0.11,1,s5-s6,1.90734863281e-06,0.123317546069,2.0,2.0,s5,s3,s2,s1
1050,0.11,1,s3-s4,1.90734863281e-06,0.603298561199,2.0,2.0,s3,s5,s2,s1
