#flows,epsilon,is_correlated,key,#pres,count_chern[0]
20,0.01,1,s3-s6,2,2.0,2.0,2.0,s3,s2,s5
20,0.01,1,s3-s4,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
40,0.01,1,s5-s6,1,0.000244140625,0.955503012118,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s4-s5,4,2.98023223877e-08,0.660789812877,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s6,4,0.00048828125,0.31569683902,2.0,2.0,s3,s5,s2,s1
60,0.01,1,s5-s6,4,9.53674316406e-07,0.866453303662,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s4,4,7.62939453125e-06,0.603298561199,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s4-s5,4,1.19209289551e-07,0.925890670177,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s6,4,1.19209289551e-07,0.976462892133,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s5-s6,4,4.76837158203e-07,0.981647737327,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s4,4,7.45058059692e-09,0.190721110075,2.0,2.0,s3,s5,s2,s1
100,0.01,1,s4-s5,4,7.45058059692e-09,1.0,2.0,2.0,s5,s3,s2,s1
100,0.01,1,s3-s6,4,2.91038304567e-11,0.912986006158,2.0,2.0,s3,s5,s2,s1
100,0.01,1,s5-s6,4,4.65661287308e-10,0.497287379426,2.0,2.0,s5,s3,s2,s1
100,0.01,1,s3-s4,4,7.27595761418e-12,1.0,2.0,2.0,s3,s5,s2,s1
20,0.01,1,s3-s6,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
20,0.01,1,s3-s4,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
40,0.01,1,s4-s5,3,0.0001220703125,2.0,2.0,2.0,s5,s3,s2,s1
40,0.01,1,s5-s6,3,7.62939453125e-06,2.0,2.0,2.0,s5,s3,s2,s1
40,0.01,1,s3-s4,3,6.103515625e-05,0.0898973745076,2.0,2.0,s3,s5,s2,s1
60,0.01,1,s4-s5,4,4.76837158203e-07,0.560195935615,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s6,4,0.000244140625,0.158581151933,2.0,2.0,s3,s5,s2,s1
60,0.01,1,s5-s6,4,1.52587890625e-05,0.57819621411,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s4,4,9.53674316406e-07,0.788331840259,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s4-s5,4,7.45058059692e-09,0.734241178475,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s6,4,2.98023223877e-08,0.834907358928,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s5-s6,4,3.72529029846e-09,0.974015606426,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s4,4,9.53674316406e-07,0.216732515952,2.0,2.0,s3,s5,s2,s1
100,0.01,1,s4-s5,4,1.45519152284e-11,0.925890670177,2.0,2.0,s5,s3,s2,s1
100,0.01,1,s3-s6,4,1.49011611938e-08,0.978488754555,2.0,2.0,s3,s5,s2,s1
100,0.01,1,s5-s6,4,1.45519152284e-11,0.925890670177,2.0,2.0,s5,s3,s2,s1
100,0.01,1,s3-s4,4,1.19209289551e-07,0.919955432665,2.0,2.0,s3,s5,s2,s1
20,0.01,1,s3-s6,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
20,0.01,1,s3-s4,2,2.0,2.0,2.0,2.0,s3,s2,s1,s5
40,0.01,1,s4-s5,4,0.0001220703125,2.0,2.0,2.0,s5,s3,s2,s1
40,0.01,1,s3-s6,4,2.0,2.0,2.0,2.0,s3,s2,s1,s5
40,0.01,1,s5-s6,4,0.000244140625,2.0,2.0,2.0,s5,s3,s2,s1
40,0.01,1,s3-s4,4,1.90734863281e-06,2.0,2.0,2.0,s3,s2,s1,s5
60,0.01,1,s4-s5,4,1.90734863281e-06,0.955503012118,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s6,4,6.103515625e-05,0.560195935615,2.0,2.0,s3,s5,s2,s1
60,0.01,1,s5-s6,4,7.62939453125e-06,0.971000058911,2.0,2.0,s5,s3,s2,s1
60,0.01,1,s3-s4,4,3.0517578125e-05,0.739313886531,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s4-s5,4,9.53674316406e-07,0.806524831202,2.0,2.0,s5,s3,s2,s1
80,0.01,1,s3-s6,4,1.52587890625e-05,0.30443634614,2.0,2.0,s3,s5,s2,s1
80,0.01,1,s5-s6,4,5.96046447754e-08,0.474127011366,2.0,2.0,s5,s3,s2,s1
