#flows,epsilon,is_correlated,#correlated_detect,#non-uniform_detect,#all_cases
100,0.01,1,4
100,0.01,1,8
150,0.01,1,8
150,0.01,1,8
200,0.01,1,8
200,0.01,1,8
250,0.01,1,8
250,0.01,1,8
300,0.01,1,8
300,0.01,1,8
350,0.01,1,8
350,0.01,1,8
400,0.01,1,8
400,0.01,1,8
450,0.01,1,8
450,0.01,1,8
500,0.01,1,8
500,0.01,1,8
550,0.01,1,8
550,0.01,1,8
600,0.01,1,8
600,0.01,1,8
100,0.01,1,8
100,0.01,1,4
150,0.01,1,8
150,0.01,1,8
200,0.01,1,8
200,0.01,1,8
250,0.01,1,8
250,0.01,1,8
300,0.01,1,8
300,0.01,1,8
350,0.01,1,8
350,0.01,1,8
400,0.01,1,8
400,0.01,1,8
450,0.01,1,8
450,0.01,1,8
500,0.01,1,8
500,0.01,1,8
550,0.01,1,8
550,0.01,1,8
600,0.01,1,8
600,0.01,1,8
100,0.01,1,6
100,0.01,1,7
150,0.01,1,8
150,0.01,1,8
200,0.01,1,8
200,0.01,1,8
250,0.01,1,8
250,0.01,1,8
300,0.01,1,8
300,0.01,1,8
350,0.01,1,8
350,0.01,1,8
400,0.01,1,8
400,0.01,1,8
450,0.01,1,8
450,0.01,1,8
500,0.01,1,8
500,0.01,1,8
550,0.01,1,8
550,0.01,1,8
600,0.01,1,8
600,0.01,1,8
100,0.01,1,7
100,0.01,1,6
150,0.01,1,8
150,0.01,1,8
200,0.01,1,8
200,0.01,1,8
250,0.01,1,8
250,0.01,1,8
300,0.01,1,8
300,0.01,1,8
350,0.01,1,8
350,0.01,1,8
400,0.01,1,8
400,0.01,1,8
450,0.01,1,8
450,0.01,1,8
500,0.01,1,8
500,0.01,1,8
550,0.01,1,8
550,0.01,1,8
600,0.01,1,8
600,0.01,1,8
100,0.01,1,5
100,0.01,1,6
150,0.01,1,8
150,0.01,1,7
200,0.01,1,8
200,0.01,1,8
250,0.01,1,8
250,0.01,1,8
300,0.01,1,8
300,0.01,1,8
350,0.01,1,8
350,0.01,1,8
400,0.01,1,8
400,0.01,1,8
450,0.01,1,8
450,0.01,1,8
500,0.01,1,8
500,0.01,1,8
550,0.01,1,8
550,0.01,1,8
600,0.01,1,8
600,0.01,1,8
100,0.01,1,5
100,0.01,1,7
150,0.01,1,8
150,0.01,1,8
200,0.01,1,8
200,0.01,1,8
250,0.01,1,8
250,0.01,1,8
300,0.01,1,8
300,0.01,1,8
350,0.01,1,8
350,0.01,1,8
400,0.01,1,8
400,0.01,1,8
450,0.01,1,8
450,0.01,1,8
500,0.01,1,8
500,0.01,1,8
550,0.01,1,8
550,0.01,1,8
600,0.01,1,8
600,0.01,1,8
100,0.01,1,8
100,0.01,1,5
150,0.01,1,8
150,0.01,1,8
200,0.01,1,8
200,0.01,1,8
250,0.01,1,8
250,0.01,1,8
300,0.01,1,8
300,0.01,1,8
350,0.01,1,8
350,0.01,1,8
400,0.01,1,8
400,0.01,1,8
450,0.01,1,8
450,0.01,1,8
500,0.01,1,8
500,0.01,1,8
550,0.01,1,8
550,0.01,1,8
600,0.01,1,8
600,0.01,1,8
100,0.01,1,4
100,0.01,1,6
150,0.01,1,8
150,0.01,1,8
200,0.01,1,8
200,0.01,1,8
250,0.01,1,8
250,0.01,1,8
300,0.01,1,8
300,0.01,1,8
350,0.01,1,8
350,0.01,1,8
400,0.01,1,8
400,0.01,1,8
450,0.01,1,8
450,0.01,1,8
500,0.01,1,8
500,0.01,1,8
550,0.01,1,8
550,0.01,1,8
600,0.01,1,8
600,0.01,1,8
100,0.01,1,8
100,0.01,1,5
150,0.01,1,8
150,0.01,1,8
200,0.01,1,8
200,0.01,1,8
250,0.01,1,8
250,0.01,1,8
300,0.01,1,8
300,0.01,1,8
350,0.01,1,8
350,0.01,1,8
400,0.01,1,8
400,0.01,1,8
450,0.01,1,8
450,0.01,1,8
500,0.01,1,8
500,0.01,1,8
550,0.01,1,8
550,0.01,1,8
600,0.01,1,8
600,0.01,1,8
100,0.01,1,7
100,0.01,1,7
150,0.01,1,8
150,0.01,1,8
200,0.01,1,8
200,0.01,1,8
250,0.01,1,8
250,0.01,1,8
300,0.01,1,8
300,0.01,1,8
350,0.01,1,8
350,0.01,1,8
400,0.01,1,8
400,0.01,1,8
450,0.01,1,8
450,0.01,1,8
500,0.01,1,8
500,0.01,1,8
550,0.01,1,8
550,0.01,1,8
600,0.01,1,8
600,0.01,1,8
