#flows,iteration,time,epsilon,r_threshold,is_correlated,key,count_chern,byte_chern,pred,true
800,0,12.3147051334,0.01,0.0004,1,ah226-al225,2.0452849409e-05,2.0452849409e-05,1,1
800,0,12.3147051334,0.01,0.0004,1,ah2-al1,3.18276365925e-05,3.18276365925e-05,1,1
800,0,12.3147051334,0.01,0.0004,1,ah65-al65,0.00014297573006,0.00014297573006,1,1
800,0,12.3147051334,0.01,0.0004,1,ah66-al65,3.39723230871e-07,3.39723230871e-07,1,1
800,0,12.3147051334,0.01,0.0004,1,ah194-al193,0.00456094543615,0.00456094543615,1,1
800,0,12.3147051334,0.01,0.0004,1,ah98-al97,8.23674827516e-06,8.23674827516e-06,1,1
800,0,12.3147051334,0.01,0.0004,1,ah225-al225,0.000554114553732,2.51018786176e-07,1,1
800,0,12.3147051334,0.01,0.0004,1,ah97-al97,0.00234107345814,9.41238200809e-07,1,1
800,0,12.3147051334,0.01,0.0004,1,ah161-al161,0.00230397325476,1.73527116442e-06,1,1
800,0,12.3147051334,0.01,0.0004,1,ah33-al33,8.48152128322e-05,7.32375028933e-08,1,1
800,0,12.3147051334,0.01,0.0004,1,ah193-al193,2.53599394411e-06,4.76060965286e-08,1,1
800,0,12.3147051334,0.01,0.0004,1,ah162-al161,0.000255731341493,0.000255731341493,1,1
800,0,12.3147051334,0.01,0.0004,1,ah1-al1,0.000554114553732,0.000554114553732,1,1
800,0,12.3147051334,0.01,0.0004,1,ah34-al33,8.79476717658e-06,8.79476717658e-06,1,1
800,0,11.978736639,0.01,0.0004,0,ah226-al225,0.0678923397116,0.000125774562274,-1,0
800,0,11.978736639,0.01,0.0004,0,ah2-al1,0.366347108391,0.00169341271058,-1,0
800,0,11.978736639,0.01,0.0004,0,ah65-al65,0.215284443421,0.105168577909,-1,0
800,0,11.978736639,0.01,0.0004,0,ah66-al65,0.0879007175664,0.00101598100214,-1,0
800,0,11.978736639,0.01,0.0004,0,ah194-al193,0.868604784893,0.00343042538655,-1,0
800,0,11.978736639,0.01,0.0004,0,ah98-al97,0.14135327296,0.14135327296,-1,0
800,0,11.978736639,0.01,0.0004,0,ah225-al225,0.621674314427,0.000404327371781,-1,0
800,0,11.978736639,0.01,0.0004,0,ah97-al97,0.171333746625,0.0476420406275,-1,0
800,0,11.978736639,0.01,0.0004,0,ah161-al161,0.451011363908,6.7232451169e-07,0,0
800,0,11.978736639,0.01,0.0004,0,ah33-al33,0.489451585728,3.36446464114e-06,0,0
800,0,11.978736639,0.01,0.0004,0,ah193-al193,0.340219359465,1.16400893532e-05,0,0
800,0,11.978736639,0.01,0.0004,0,ah162-al161,0.621674314427,4.82832113944e-09,0,0
800,0,11.978736639,0.01,0.0004,0,ah1-al1,0.511275556559,0.00322689463932,-1,0
800,0,11.978736639,0.01,0.0004,0,ah34-al33,0.260417422847,6.9329167864e-05,0,0
800,5,12.8305177689,0.01,0.0004,1,ah226-al225,0.000378078946455,1.69448342679e-12,1,1
800,5,12.8305177689,0.01,0.0004,1,ah2-al1,0.000255731341493,0.000255731341493,1,1
800,5,12.8305177689,0.01,0.0004,1,ah65-al65,0.000554114553732,0.000554114553732,1,1
800,5,12.8305177689,0.01,0.0004,1,ah66-al65,5.1623387338e-06,5.1623387338e-06,1,1
800,5,12.8305177689,0.01,0.0004,1,ah194-al193,0.000805032653887,0.000805032653887,1,1
800,5,12.8305177689,0.01,0.0004,1,ah98-al97,8.79476717658e-06,8.79476717658e-06,1,1
800,5,12.8305177689,0.01,0.0004,1,ah225-al225,0.00234107345814,8.62558262831e-09,1,1
800,5,12.8305177689,0.01,0.0004,1,ah97-al97,1.59252717167e-05,2.1557743827e-09,1,1
800,5,12.8305177689,0.01,0.0004,1,ah161-al161,0.000618235082943,1.13312201687e-05,1,1
800,5,12.8305177689,0.01,0.0004,1,ah33-al33,1.32333162366e-06,1.1885066099e-12,1,1
800,5,12.8305177689,0.01,0.0004,1,ah193-al193,0.00230397325476,1.23465626881e-10,1,1
800,5,12.8305177689,0.01,0.0004,1,ah162-al161,5.1623387338e-06,5.1623387338e-06,1,1
800,5,12.8305177689,0.01,0.0004,1,ah1-al1,1.56027750135e-07,1.56027750135e-07,1,1
800,5,12.8305177689,0.01,0.0004,1,ah34-al33,0.000974177596092,0.000974177596092,1,1
800,0,13.1847681999,0.01,0.0004,-1,ah226-al225,0.246353673632,0.0318315550022,-1,-1
800,0,13.1847681999,0.01,0.0004,-1,ah2-al1,0.171333746625,0.00957367466276,-1,-1
800,0,13.1847681999,0.01,0.0004,-1,ah65-al65,0.426161165473,0.0326532205895,-1,-1
800,0,13.1847681999,0.01,0.0004,-1,ah66-al65,0.175621793992,0.175621793992,-1,-1
800,0,13.1847681999,0.01,0.0004,-1,ah194-al193,0.246353673632,0.246353673632,-1,-1
800,0,13.1847681999,0.01,0.0004,-1,ah98-al97,0.171333746625,0.000539163271557,-1,-1
800,0,13.1847681999,0.01,0.0004,-1,ah225-al225,0.215284443421,0.215284443421,-1,-1
800,0,13.1847681999,0.01,0.0004,-1,ah97-al97,0.112235967798,0.128437653774,-1,-1
800,0,13.1847681999,0.01,0.0004,-1,ah161-al161,0.140764658611,0.140764658611,-1,-1
800,0,13.1847681999,0.01,0.0004,-1,ah33-al33,0.171333746625,0.171333746625,-1,-1
800,0,13.1847681999,0.01,0.0004,-1,ah193-al193,0.290980775364,0.290980775364,-1,-1
800,0,13.1847681999,0.01,0.0004,-1,ah162-al161,0.260417422847,0.260417422847,-1,-1
800,0,13.1847681999,0.01,0.0004,-1,ah1-al1,0.489451585728,0.489451585728,-1,-1
800,0,13.1847681999,0.01,0.0004,-1,ah34-al33,0.14135327296,0.0901807101845,-1,-1
800,5,11.5151195526,0.01,0.0004,0,ah226-al225,0.260417422847,0.00167438239189,-1,0
800,5,11.5151195526,0.01,0.0004,0,ah2-al1,0.11451359362,6.03122026377e-05,0,0
800,5,11.5151195526,0.01,0.0004,0,ah65-al65,0.340219359465,0.00259472658756,-1,0
800,5,11.5151195526,0.01,0.0004,0,ah66-al65,0.687679012147,0.137352829951,-1,0
800,5,11.5151195526,0.01,0.0004,0,ah194-al193,0.340219359465,0.0143095615598,-1,0
800,5,11.5151195526,0.01,0.0004,0,ah98-al97,0.0517069873895,0.0517069873895,-1,0
800,5,11.5151195526,0.01,0.0004,0,ah225-al225,0.11451359362,0.000138321576769,-1,0
800,5,11.5151195526,0.01,0.0004,0,ah97-al97,0.215284443421,0.192636922184,-1,0
800,5,11.5151195526,0.01,0.0004,0,ah161-al161,0.00856906032293,0.000123583118337,1,0
800,5,11.5151195526,0.01,0.0004,0,ah33-al33,0.511275556559,1.40656811081e-05,0,0
800,5,11.5151195526,0.01,0.0004,0,ah193-al193,0.393741341165,0.000795068609413,-1,0
800,5,11.5151195526,0.01,0.0004,0,ah162-al161,0.393741341165,6.98576215797e-11,0,0
800,5,11.5151195526,0.01,0.0004,0,ah1-al1,0.0517069873895,0.00637456432387,-1,0
800,5,11.5151195526,0.01,0.0004,0,ah34-al33,0.290980775364,5.48977757582e-05,0,0
800,0,13.0374815464,0.01,0.0008,1,ah226-al225,0.000974177596092,4.77041528298e-21,1,1
800,0,13.0374815464,0.01,0.0008,1,ah2-al1,2.83140494757e-05,1.67450958381e-06,1,1
800,0,13.0374815464,0.01,0.0008,1,ah65-al65,0.00328241295891,1.34736930218e-05,1,1
