#flows,epsilon,is_correlated,#correlated_detect,#non-uniform_detect,#all_cases
50,0.01,1,1,1,4
50,0.01,0,0,0,4
100,0.01,1,2,0,4
100,0.01,0,0,0,4
150,0.01,1,2,0,4
150,0.01,0,0,0,4
200,0.01,1,2,0,4
200,0.01,0,0,0,4
250,0.01,1,4,0,4
250,0.01,0,0,0,4
300,0.01,1,4,0,4
300,0.01,0,0,0,4
350,0.01,1,4,0,4
350,0.01,0,0,0,4
400,0.01,1,4,0,4
400,0.01,0,0,0,4
450,0.01,1,4,0,4
450,0.01,0,0,0,4
500,0.01,1,4,0,4
500,0.01,0,0,0,4
