#flows,epsilon,is_correlated,key,count_chern,byte_chern,pred,true
540,0.01,0,s4-s5,0.364782800316,0.546335462221,-1,-1
540,0.01,0,s3-s6,0.573393165333,0.399461679297,-1,-1
540,0.01,0,s5-s6,0.0576443161696,0.33601505811,-1,-1
540,0.01,0,s3-s4,0.475792896744,0.297691307438,-1,-1
