#flows,iteration,time,epsilon,r_threshold,is_correlated,key,#pres,o_f,count_chern[0]
10,0,0.341850757599,0.01,0.01,1,ah65-al65,4,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,al65,tor172,al67,al66,tor161,tor217,tor191,tor213,al68,tor245,tor255,al72,tor136,al70,tor156
10,0,0.341850757599,0.01,0.01,1,ah66-al65,4,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,al65,al67,al66,tor160,tor174,tor231,tor168,tor183,al68,tor224,tor256,tor134,al72,al70,al71,tor144
10,0,0.341850757599,0.01,0.01,1,ah97-al97,4,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,al98,tor238,tor213,tor181,tor158,tor148,tor251,al97,al100,tor151,tor150,al103,al102,al104,tor144,tor130
10,0,0.341850757599,0.01,0.01,1,ah98-al97,4,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,al98,tor172,tor162,al99,tor231,tor197,tor191,tor235,tor210,al100,al101,tor150,al103,al102,tor184,tor228
20,0,0.752749919891,0.01,0.01,1,ah34-al33,1,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,al33,tor128,tor68,tor87,tor84,tor80,al38,al39,al36,al37,al34,al35,tor20,tor21,tor59,tor76,tor99,tor110,tor112,tor33,tor32,tor17,tor36,tor4,tor1,al40
30,0,0.940600156784,0.01,0.01,1,ah2-al1,1,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,al8,tor107,tor62,tor63,tor101,tor23,tor82,al4,tor108,tor49,tor25,tor26,tor41,tor45,tor78,al1,al2,tor117,tor73,tor72,tor71,al6,al7,tor97,al5,tor91,tor90,tor92,tor33,tor31,tor51,tor53,tor122,al3,tor3,tor111
40,0,1.31948924065,0.01,0.01,1,ah34-al33,2,0.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,al35,tor120,tor61,tor122,tor105,tor102,tor22,tor89,tor128,tor87,tor82,tor49,tor29,al38,al39,al36,al37,al34,tor27,tor46,al33,tor44,tor79,tor15,tor115,tor114,tor117,tor74,tor72,tor119,tor90,tor93,tor33,tor17,tor16,tor11,tor59,tor38,tor75,tor104,tor6,tor43,al40,tor8,tor103
40,0,1.31948924065,0.01,0.01,1,ah2-al1,2,0,0.129744726388,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,al5,al8,tor101,tor106,tor86,tor102,tor125,tor67,tor68,tor87,tor83,tor108,tor24,tor41,tor46,tor21,tor44,al3,al1,tor33,tor76,tor74,tor72,tor113,tor70,al6,al7,al4,tor96,al2,tor90,tor78,tor71,tor49,tor11,tor36,tor98,tor9,tor18,tor16,tor97,tor65
50,0,1.97821712494,0.01,0.01,1,ah194-al193,5,0,0.0415188281253,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,al195,al193,tor480,tor469,tor486,tor484,tor487,tor424,tor427,tor420,tor409,tor433,al200,tor501,tor418,tor415,tor397,tor413,al196,tor441,tor478,al198,tor452,tor475,tor498,tor473,tor457,tor429,tor508,tor386,al199,tor500,tor421,tor446,tor423,tor422,tor443,al197,al194,tor403,tor401,tor400,tor407,tor405,tor448
50,0,1.97821712494,0.01,0.01,1,ah97-al97,5,0,0.174148431614,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,al102,tor164,tor165,tor209,tor208,tor188,tor206,tor169,tor203,tor202,al101,al97,tor149,tor142,tor143,tor146,tor147,tor135,tor154,tor254,tor160,al98,al99,tor198,tor218,tor219,tor215,tor212,tor213,tor210,tor211,tor139,tor151,al100,tor153,tor152,tor133,al104,tor241,tor132,tor224,tor245,tor244,tor221,tor246,tor249,al103,tor229
50,0,1.97821712494,0.01,0.01,1,ah98-al97,5,0,0.000378264508425,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,al97,tor164,al98,tor167,tor209,tor189,tor169,tor203,tor181,tor149,tor221,tor150,tor142,tor143,tor135,tor144,tor145,al102,tor154,tor253,tor134,tor231,al104,tor238,al99,tor196,tor198,tor217,tor214,tor233,tor235,tor173,al101,al100,al103,tor152,tor133,tor132,tor131,tor147,tor240,tor243,tor223,tor244,tor247,tor246,tor229
